level_name	chain	level	create_time	create_cost	upkeep_cost	commodity	only_in_capital	faction_unique	first_in_world_bundle	can_convert	building_instance_key	should_show_building_level_in_ui_for_technology	health_override	development_point_cost	can_be_damaged	primary_slot_building_building_level_requirement	audio_building_type	visible_in_ui	food_cost	slave_cap_contribution	resource_cost	additional_loot_value
nag_outpost_special_lahmia_4	nag_outpost_special_lahmia	4	5	6400	0		false	false		true	nag_outpost_special_lahmia	true	0.0000	4	true	0	wh2_cam_settlement_capital_tombkings	true	0	0		0
nag_outpost_special_lahmia_5	nag_outpost_special_lahmia	5	6	12800	0		false	false		true	nag_outpost_special_lahmia	true	0.0000	5	true	0	wh2_cam_settlement_capital_tombkings	true	0	0		0
nag_outpost_special_khemri_ruin	nag_outpost_special_khemri	0	1	0	0		false	false		true	nag_outpost_special_khemri	false	0.0000	0	false	0	wh_cam_settlement_generic_ruin	true	0	0		0
nag_outpost_special_khemri_1	nag_outpost_special_khemri	1	2	800	0		false	false		true	nag_outpost_special_khemri	true	0.0000	0	true	0	wh2_cam_settlement_capital_tombkings	true	0	0		0
nag_outpost_special_khemri_2	nag_outpost_special_khemri	2	3	1600	0		false	false		true	nag_outpost_special_khemri	true	0.0000	1	true	0	wh2_cam_settlement_capital_tombkings	true	0	0		0
nag_outpost_special_khemri_3	nag_outpost_special_khemri	3	4	3200	0		false	false		true	nag_outpost_special_khemri	true	0.0000	2	true	0	wh2_cam_settlement_capital_tombkings	true	0	0		0
nag_outpost_special_khemri_4	nag_outpost_special_khemri	4	5	6400	0		false	false		true	nag_outpost_special_khemri	true	0.0000	4	true	0	wh2_cam_settlement_capital_tombkings	true	0	0		0
nag_outpost_special_khemri_5	nag_outpost_special_khemri	5	6	12800	0		false	false		true	nag_outpost_special_khemri	true	0.0000	5	true	0	wh2_cam_settlement_capital_tombkings	true	0	0		0
nag_outpost_special_awakening_ruin	nag_outpost_special_awakening	0	1	0	0		false	false		true	nag_outpost_special_awakening	false	0.0000	0	false	0	wh_cam_settlement_generic_ruin	true	0	0		0
nag_outpost_special_awakening_1	nag_outpost_special_awakening	1	2	800	0		false	false		true	nag_outpost_special_awakening	true	0.0000	0	true	0	wh2_cam_settlement_capital_tombkings	true	0	0		0
nag_outpost_special_awakening_2	nag_outpost_special_awakening	2	3	1600	0		false	false		true	nag_outpost_special_awakening	true	0.0000	1	true	0	wh2_cam_settlement_capital_tombkings	true	0	0		0
nag_outpost_special_awakening_3	nag_outpost_special_awakening	3	4	3200	0		false	false		true	nag_outpost_special_awakening	true	0.0000	2	true	0	wh2_cam_settlement_capital_tombkings	true	0	0		0
nag_outpost_special_awakening_4	nag_outpost_special_awakening	4	5	6400	0		false	false		true	nag_outpost_special_awakening	true	0.0000	4	true	0	wh2_cam_settlement_capital_tombkings	true	0	0		0
nag_outpost_special_awakening_5	nag_outpost_special_awakening	5	6	12800	0		false	false		true	nag_outpost_special_awakening	true	0.0000	5	true	0	wh2_cam_settlement_capital_tombkings	true	0	0		0
nag_outpost_special_drakenhof_ruin	nag_outpost_special_drakenhof	0	1	0	0		false	false		true	nag_outpost_special_drakenhof	false	0.0000	0	false	0	wh_cam_settlement_generic_ruin	true	0	0		0
nag_outpost_special_drakenhof_1	nag_outpost_special_drakenhof	1	2	800	0		false	false		true	nag_outpost_special_drakenhof	true	0.0000	0	true	0	wh2_cam_settlement_capital_tombkings	true	0	0		0
nag_outpost_special_drakenhof_2	nag_outpost_special_drakenhof	2	3	1600	0		false	false		true	nag_outpost_special_drakenhof	true	0.0000	1	true	0	wh2_cam_settlement_capital_tombkings	true	0	0		0
nag_outpost_special_drakenhof_3	nag_outpost_special_drakenhof	3	4	3200	0		false	false		true	nag_outpost_special_drakenhof	true	0.0000	2	true	0	wh2_cam_settlement_capital_tombkings	true	0	0		0
nag_outpost_special_drakenhof_4	nag_outpost_special_drakenhof	4	5	6400	0		false	false		true	nag_outpost_special_drakenhof	true	0.0000	4	true	0	wh2_cam_settlement_capital_tombkings	true	0	0		0
nag_outpost_special_drakenhof_5	nag_outpost_special_drakenhof	5	6	12800	0		false	false		true	nag_outpost_special_drakenhof	true	0.0000	5	true	0	wh2_cam_settlement_capital_tombkings	true	0	0		0
nag_outpost_special_quintex_ruin	nag_outpost_special_quintex	0	1	0	0		false	false		true	nag_outpost_special_quintex	false	0.0000	0	false	0	wh_cam_settlement_generic_ruin	true	0	0		0
nag_outpost_special_quintex_1	nag_outpost_special_quintex	1	2	800	0		false	false		true	nag_outpost_special_quintex	true	0.0000	0	true	0	wh2_cam_settlement_capital_tombkings	true	0	0		0
nag_outpost_special_quintex_2	nag_outpost_special_quintex	2	3	1600	0		false	false		true	nag_outpost_special_quintex	true	0.0000	1	true	0	wh2_cam_settlement_capital_tombkings	true	0	0		0
nag_outpost_special_quintex_3	nag_outpost_special_quintex	3	4	3200	0		false	false		true	nag_outpost_special_quintex	true	0.0000	2	true	0	wh2_cam_settlement_capital_tombkings	true	0	0		0
nag_outpost_special_quintex_4	nag_outpost_special_quintex	4	5	6400	0		false	false		true	nag_outpost_special_quintex	true	0.0000	4	true	0	wh2_cam_settlement_capital_tombkings	true	0	0		0
nag_outpost_special_quintex_5	nag_outpost_special_quintex	5	6	12800	0		false	false		true	nag_outpost_special_quintex	true	0.0000	5	true	0	wh2_cam_settlement_capital_tombkings	true	0	0		0
nag_outpost_primary_research_1	nag_outpost_primary_research	0	1	1750	0		false	false		false	nag_outpost_primary_research	false	0.0000	0	true	1		true	0	0		0
nag_outpost_primary_research_2	nag_outpost_primary_research	1	3	3850	0		false	false		false	nag_outpost_primary_research	false	0.0000	0	true	3		true	0	0		0
nag_outpost_primary_arcane_1	nag_outpost_primary_arcane	0	1	1750	0		false	false		false	nag_outpost_primary_arcane	false	0.0000	0	true	1		true	0	0		0
nag_outpost_primary_arcane_2	nag_outpost_primary_arcane	1	3	3850	0		false	false		false	nag_outpost_primary_arcane	false	0.0000	0	true	3		true	0	0		0
nag_outpost_primary_support_1	nag_outpost_primary_support	0	1	1750	0		false	false		false	nag_outpost_primary_support	false	0.0000	0	true	1		true	0	0		0
nag_outpost_primary_support_2	nag_outpost_primary_support	1	3	3850	0		false	false		false	nag_outpost_primary_support	false	0.0000	0	true	3		true	0	0		0
nag_outpost_primary_nehek_1	nag_outpost_primary_nehek	0	3	2250	0		false	false		false	nag_outpost_primary_exclusive_recruit	false	0.0000	0	true	2		true	0	0		0
nag_outpost_primary_nehek_2	nag_outpost_primary_nehek	1	3	4500	0		false	false		false	nag_outpost_primary_exclusive_recruit	false	0.0000	0	true	4		true	0	0		0
nag_outpost_primary_nagashizzar_1	nag_outpost_primary_nagashizzar	0	3	2250	0		false	false		false	nag_outpost_primary_exclusive_recruit	false	0.0000	0	true	2		true	0	0		0
nag_outpost_primary_nagashizzar_2	nag_outpost_primary_nagashizzar	1	3	4500	0		false	false		false	nag_outpost_primary_exclusive_recruit	false	0.0000	0	true	4		true	0	0		0
nag_outpost_primary_coast_1	nag_outpost_primary_coast	0	3	2250	0		false	false		false	nag_outpost_primary_exclusive_recruit	false	0.0000	0	true	2		true	0	0		0
nag_outpost_primary_coast_2	nag_outpost_primary_coast	1	3	4500	0		false	false		false	nag_outpost_primary_exclusive_recruit	false	0.0000	0	true	4		true	0	0		0
nag_outpost_primary_count_1	nag_outpost_primary_count	0	3	2250	0		false	false		false	nag_outpost_primary_exclusive_recruit	false	0.0000	0	true	2		true	0	0		0
nag_outpost_primary_count_2	nag_outpost_primary_count	1	3	4500	0		false	false		false	nag_outpost_primary_exclusive_recruit	false	0.0000	0	true	4		true	0	0		0
nag_outpost_primary_warpstone_1	nag_outpost_primary_warpstone	0	1	3500	0		false	false		false	nag_outpost_primary_warpstone	false	0.0000	0	true	1	wh_cam_resource_mining	true	0	0		0
nag_outpost_secondary_fields_1	nag_outpost_secondary_fields	0	1	950	0		false	false		false	nag_outpost_secondary_fields	false	0.0000	0	true	1		true	0	0		0
nag_outpost_secondary_corruption_1	nag_outpost_secondary_corruption	0	1	950	0		false	false		false	nag_outpost_secondary_corruption	false	0.0000	0	true	1		true	0	0		0
nag_outpost_secondary_syphon_1	nag_outpost_secondary_syphon	0	1	950	0		false	false		false	nag_outpost_secondary_syphon	false	0.0000	0	true	1		true	0	0		0
nag_outpost_secondary_energy_1	nag_outpost_secondary_energy	0	1	950	0		false	false		false	nag_outpost_secondary_energy	false	0.0000	0	true	1		true	0	0		0
nag_settlement_cavalry_1	nag_settlement_cavalry	0	3	2500	0		false	false		false	nag_settlement_cavalry	false	0.0000	0	true	2		true	0	0		0
nag_settlement_cavalry_2	nag_settlement_cavalry	1	4	5000	0		false	false		false	nag_settlement_cavalry	false	0.0000	0	true	3		true	0	0		0
nag_settlement_cavalry_3	nag_settlement_cavalry	2	5	7500	0		false	false		false	nag_settlement_cavalry	false	0.0000	0	true	4		true	0	0		0
nag_settlement_cavalry_4	nag_settlement_cavalry	3	6	10000	0		false	false		false	nag_settlement_cavalry	false	0.0000	0	true	5		true	0	0		0
nag_settlement_chariots_1	nag_settlement_chariots	0	2	1000	0		false	false		false	nag_settlement_chariots	false	0.0000	0	true	1		true	0	0		0
nag_settlement_chariots_2	nag_settlement_chariots	1	3	2000	0		false	false		false	nag_settlement_chariots	false	0.0000	0	true	2		true	0	0		0
nag_settlement_chariots_3	nag_settlement_chariots	2	4	4000	0		false	false		false	nag_settlement_chariots	false	0.0000	0	true	3		true	0	0		0
nag_settlement_citadel_1	nag_settlement_citadel	0	4	6000	0		false	false		false	nag_settlement_citadel	false	0.0000	0	true	4		true	0	0		0
nag_settlement_defence_major_1	nag_settlement_defence_major	0	3	2500	0		false	false		false	nag_settlement_walls	false	0.0000	0	true	2		true	0	0		0
nag_settlement_defence_major_2	nag_settlement_defence_major	1	4	5000	0		false	false		false	nag_settlement_walls	false	0.0000	0	true	3		true	0	0		0
nag_settlement_defence_major_3	nag_settlement_defence_major	2	5	7500	0		false	false		false	nag_settlement_walls	false	0.0000	0	true	4		true	0	0		0
nag_settlement_estate_1	nag_settlement_estate	0	4	7500	0		false	false		false	nag_settlement_estate	false	0.0000	0	true	4		true	0	0		0
nag_settlement_growth_1	nag_settlement_growth	0	2	1000	0		false	false		false	nag_settlement_growth	false	0.0000	0	true	1		true	0	0		0
nag_settlement_growth_2	nag_settlement_growth	1	3	2000	0		false	false		false	nag_settlement_growth	false	0.0000	0	true	2		true	0	0		0
nag_settlement_growth_3	nag_settlement_growth	2	4	4000	0		false	false		false	nag_settlement_growth	false	0.0000	0	true	3		true	0	0		0
nag_settlement_hierotitan_1	nag_settlement_hierotitan	0	5	10000	0		false	false		false	nag_settlement_hierotitan	false	0.0000	0	true	5		true	0	0		0
nag_settlement_income_1	nag_settlement_income	0	2	400	0		false	false		false	nag_settlement_income	false	0.0000	0	true	1		true	0	0		0
nag_settlement_income_2	nag_settlement_income	1	3	800	0		false	false		false	nag_settlement_income	false	0.0000	0	true	2		true	0	0		0
nag_settlement_income_3	nag_settlement_income	2	4	1200	0		false	false		false	nag_settlement_income	false	0.0000	0	true	3		true	0	0		0
nag_settlement_infantry_1	nag_settlement_infantry	0	2	2000	0		false	false		false	nag_settlement_infantry	false	0.0000	0	true	1		true	0	0		0
nag_settlement_infantry_2	nag_settlement_infantry	1	3	4000	0		false	false		false	nag_settlement_infantry	false	0.0000	0	true	2		true	0	0		0
nag_settlement_infantry_3	nag_settlement_infantry	2	4	6000	0		false	false		false	nag_settlement_infantry	false	0.0000	0	true	3		true	0	0		0
nag_settlement_necrosphinx_1	nag_settlement_necrosphinx	0	5	10000	0		false	false		false	nag_settlement_necrosphinx	false	0.0000	0	true	5		true	0	0		0
nag_settlement_scorpions_1	nag_settlement_scorpions	0	6	7500	0		false	false		false	nag_settlement_scorpions	false	0.0000	0	true	4		true	0	0		0
nag_settlement_ushabti_1	nag_settlement_ushabti	0	3	3000	0		false	false		false	nag_settlement_ushabti	false	0.0000	0	true	3		true	0	0		0
nag_settlement_ushabti_2	nag_settlement_ushabti	1	4	6000	0		false	false		false	nag_settlement_ushabti	false	0.0000	0	true	4		true	0	0		0
nag_settlement_warsphinx_1	nag_settlement_warsphinx	0	5	10000	0		false	false		false	nag_settlement_warsphinx	false	0.0000	0	true	5		true	0	0		0
nag_settlement_priest_1	nag_settlement_priest	0	1	2000	0		false	false		false	nag_settlement_priest	false	0.0000	0	true	3		true	0	0		0
nag_settlement_priest_2	nag_settlement_priest	1	1	4000	0		false	false		false	nag_settlement_priest	false	0.0000	0	true	4		true	0	0		0
nag_settlement_spirit_1	nag_settlement_spirit	0	1	1000	0		false	false		false	nag_settlement_spirit	false	0.0000	0	true	1		true	0	0		0
nag_settlement_spirit_2	nag_settlement_spirit	1	1	2000	0		false	false		false	nag_settlement_spirit	false	0.0000	0	true	3		true	0	0		0
nag_settlement_spirit_3	nag_settlement_spirit	2	1	3000	0		false	false		false	nag_settlement_spirit	false	0.0000	0	true	4		true	0	0		0
nag_settlement_spirit_4	nag_settlement_spirit	3	1	4000	0		false	false		false	nag_settlement_spirit	false	0.0000	0	true	5		true	0	0		0
nag_resource_gemstones_1	nag_resource_gemstones	0	3	1000	0		false	false		true	wh_main_VAMPIRES_resource_gemstones	false	0.0000	0	true	1	wh_cam_resource_mining	true	0	0		0
nag_resource_gemstones_2	nag_resource_gemstones	1	4	2000	0		false	false		true	wh_main_VAMPIRES_resource_gemstones	false	0.0000	0	true	2	wh_cam_resource_mining	true	0	0		0
nag_resource_gemstones_3	nag_resource_gemstones	2	5	4000	0		false	false		true	wh_main_VAMPIRES_resource_gemstones	false	0.0000	0	true	3	wh_cam_resource_mining	true	0	0		0
nag_resource_obsidian_1	nag_resource_obsidian	0	2	600	0		false	false		true	wh2_main_vmp_resource_obsidian	false	0.0000	0	true	1	wh_cam_resource_worshop	true	0	0		0
nag_resource_obsidian_2	nag_resource_obsidian	1	3	1200	0		false	false		true	wh2_main_vmp_resource_obsidian	false	0.0000	0	true	2	wh_cam_resource_worshop	true	0	0		0
nag_resource_obsidian_3	nag_resource_obsidian	2	4	2200	0		false	false		true	wh2_main_vmp_resource_obsidian	false	0.0000	0	true	3	wh_cam_resource_worshop	true	0	0		0
nag_resource_dyes_1	nag_resource_dyes	0	2	600	0		false	false		true	wh_main_HUMAN_resource_dyes	false	0.0000	0	true	1	wh_cam_resource_worshop	true	0	0		0
nag_resource_dyes_2	nag_resource_dyes	1	3	1200	0		false	false		true	wh_main_HUMAN_resource_dyes	false	0.0000	0	true	2	wh_cam_resource_worshop	true	0	0		0
nag_resource_dyes_3	nag_resource_dyes	2	4	2200	0		false	false		true	wh_main_HUMAN_resource_dyes	false	0.0000	0	true	3	wh_cam_resource_worshop	true	0	0		0
nag_resource_furs_1	nag_resource_furs	0	1	500	0		false	false		true	wh_main_HUMAN_resource_furs	false	0.0000	0	true	1	wh_cam_resource_farming	true	0	0		0
nag_resource_furs_2	nag_resource_furs	1	2	1000	0		false	false		true	wh_main_HUMAN_resource_furs	false	0.0000	0	true	2	wh_cam_resource_farming	true	0	0		0
nag_resource_furs_3	nag_resource_furs	2	3	2000	0		false	false		true	wh_main_HUMAN_resource_furs	false	0.0000	0	true	3	wh_cam_resource_farming	true	0	0		0
nag_resource_gold_1	nag_resource_gold	0	3	1000	0		false	false		true	wh_main_HUMAN_resource_gold	false	0.0000	0	true	1	wh_cam_resource_mining	true	0	0		0
nag_resource_gold_2	nag_resource_gold	1	4	2000	0		false	false		true	wh_main_HUMAN_resource_gold	false	0.0000	0	true	2	wh_cam_resource_mining	true	0	0		0
nag_resource_gold_3	nag_resource_gold	2	5	4000	0		false	false		true	wh_main_HUMAN_resource_gold	false	0.0000	0	true	3	wh_cam_resource_mining	true	0	0		0
nag_resource_iron_1	nag_resource_iron	0	2	600	0		false	false		true	wh_main_HUMAN_resource_iron	false	0.0000	0	true	1	wh_cam_resource_mining	true	0	0		0
nag_resource_iron_2	nag_resource_iron	1	3	1200	0		false	false		true	wh_main_HUMAN_resource_iron	false	0.0000	0	true	2	wh_cam_resource_mining	true	0	0		0
nag_resource_iron_3	nag_resource_iron	2	4	2200	0		false	false		true	wh_main_HUMAN_resource_iron	false	0.0000	0	true	3	wh_cam_resource_mining	true	0	0		0
nag_resource_marble_1	nag_resource_marble	0	2	600	0		false	false		true	wh_main_HUMAN_resource_marble	false	0.0000	0	true	1	wh_cam_resource_worshop	true	0	0		0
nag_resource_marble_2	nag_resource_marble	1	3	1200	0		false	false		true	wh_main_HUMAN_resource_marble	false	0.0000	0	true	2	wh_cam_resource_worshop	true	0	0		0
nag_resource_marble_3	nag_resource_marble	2	4	2200	0		false	false		true	wh_main_HUMAN_resource_marble	false	0.0000	0	true	3	wh_cam_resource_worshop	true	0	0		0
nag_resource_pottery_1	nag_resource_pottery	0	2	600	0		false	false		true	wh_main_HUMAN_resource_pottery	false	0.0000	0	true	1	wh_cam_resource_worshop	true	0	0		0
nag_resource_pottery_2	nag_resource_pottery	1	3	1200	0		false	false		true	wh_main_HUMAN_resource_pottery	false	0.0000	0	true	2	wh_cam_resource_worshop	true	0	0		0
nag_resource_pottery_3	nag_resource_pottery	2	4	2200	0		false	false		true	wh_main_HUMAN_resource_pottery	false	0.0000	0	true	3	wh_cam_resource_worshop	true	0	0		0
nag_resource_salt_1	nag_resource_salt	0	2	600	0		false	false		true	wh_main_HUMAN_resource_salt	false	0.0000	0	true	1	wh_cam_resource_worshop	true	0	0		0
nag_resource_salt_2	nag_resource_salt	1	3	1200	0		false	false		true	wh_main_HUMAN_resource_salt	false	0.0000	0	true	2	wh_cam_resource_worshop	true	0	0		0
nag_resource_salt_3	nag_resource_salt	2	4	2200	0		false	false		true	wh_main_HUMAN_resource_salt	false	0.0000	0	true	3	wh_cam_resource_worshop	true	0	0		0
nag_resource_timber_1	nag_resource_timber	0	2	600	0		false	false		true	wh_main_HUMAN_resource_timber	false	0.0000	0	true	1	wh_cam_resource_lumber_mill	true	0	0		0
nag_resource_timber_2	nag_resource_timber	1	3	1200	0		false	false		true	wh_main_HUMAN_resource_timber	false	0.0000	0	true	2	wh_cam_resource_lumber_mill	true	0	0		0
nag_resource_timber_3	nag_resource_timber	2	4	2200	0		false	false		true	wh_main_HUMAN_resource_timber	false	0.0000	0	true	3	wh_cam_resource_lumber_mill	true	0	0		0
nag_resource_wine_1	nag_resource_wine	0	2	600	0		false	false		true	wh_main_HUMAN_resource_wine	false	0.0000	0	true	1	wh_cam_resource_vineyard	true	0	0		0
nag_resource_wine_2	nag_resource_wine	1	3	1200	0		false	false		true	wh_main_HUMAN_resource_wine	false	0.0000	0	true	2	wh_cam_resource_vineyard	true	0	0		0
nag_resource_wine_3	nag_resource_wine	2	4	2200	0		false	false		true	wh_main_HUMAN_resource_wine	false	0.0000	0	true	3	wh_cam_resource_vineyard	true	0	0		0
nag_resource_animals_1	nag_resource_animals	0	2	1000	0		false	false		true	wh2_dlc09_tmb_resource_animals	false	0.0000	0	true	1	wh_cam_resource_worshop	true	0	0		0
nag_resource_animals_2	nag_resource_animals	1	3	1200	0		false	false		true	wh2_dlc09_tmb_resource_animals	false	0.0000	0	true	2	wh_cam_resource_worshop	true	0	0		0
nag_resource_animals_3	nag_resource_animals	2	4	2200	0		false	false		true	wh2_dlc09_tmb_resource_animals	false	0.0000	0	true	3	wh_cam_resource_worshop	true	0	0		0
nag_resource_medicine_1	nag_resource_medical	0	2	1000	0		false	false		true	wh2_dlc09_tmb_resource_medicine	false	0.0000	0	true	1	wh_cam_resource_worshop	true	0	0		0
nag_resource_medicine_2	nag_resource_medical	1	3	1200	0		false	false		true	wh2_dlc09_tmb_resource_medicine	false	0.0000	0	true	2	wh_cam_resource_worshop	true	0	0		0
nag_resource_medicine_3	nag_resource_medical	2	4	2200	0		false	false		true	wh2_dlc09_tmb_resource_medicine	false	0.0000	0	true	3	wh_cam_resource_worshop	true	0	0		0
nag_resource_pasture_1	nag_resource_pastures	0	2	1000	0		false	false		true	wh2_dlc09_tmb_resource_pasture	false	0.0000	0	true	1	wh_cam_resource_farming	true	0	0		0
nag_resource_pasture_2	nag_resource_pastures	1	3	1200	0		false	false		true	wh2_dlc09_tmb_resource_pasture	false	0.0000	0	true	2	wh_cam_resource_farming	true	0	0		0
nag_resource_pasture_3	nag_resource_pastures	2	4	2200	0		false	false		true	wh2_dlc09_tmb_resource_pasture	false	0.0000	0	true	3	wh_cam_resource_farming	true	0	0		0
nag_resource_spices_1	nag_resource_spices	0	2	1000	0		false	false		true	wh2_dlc09_tmb_resource_spices	false	0.0000	0	true	1	wh_cam_resource_worshop	true	0	0		0
nag_resource_spices_2	nag_resource_spices	1	3	1200	0		false	false		true	wh2_dlc09_tmb_resource_spices	false	0.0000	0	true	2	wh_cam_resource_worshop	true	0	0		0
nag_resource_spices_3	nag_resource_spices	2	4	2200	0		false	false		true	wh2_dlc09_tmb_resource_spices	false	0.0000	0	true	3	wh_cam_resource_worshop	true	0	0		0
nag_resource_ivory_1	nag_resource_ivory	0	2	800	0		false	false		true	wh3_main_tmb_resource_ivory	false	0.0000	0	true	1	wh_cam_resource_worshop	true	0	0		0
nag_resource_ivory_2	nag_resource_ivory	1	3	1200	0		false	false		true	wh3_main_tmb_resource_ivory	false	0.0000	0	true	2	wh_cam_resource_worshop	true	0	0		0
nag_resource_ivory_3	nag_resource_ivory	2	4	2200	0		false	false		true	wh3_main_tmb_resource_ivory	false	0.0000	0	true	3	wh_cam_resource_worshop	true	0	0		0
nag_outpost_special_blackpyramid_ruin	nag_outpost_special_blackpyramid	0	0	0	0		false	false		true	nag_outpost_special_blackpyramid	false	0.0000	0	false	0	wh_cam_settlement_generic_ruin	true	0	0		0
nag_outpost_special_blackpyramid_1	nag_outpost_special_blackpyramid	1	2	800	0		false	false		true	nag_outpost_special_blackpyramid	true	0.0000	0	true	0	wh2_cam_settlement_capital_tombkings	true	0	0		0
nag_outpost_special_blackpyramid_2	nag_outpost_special_blackpyramid	2	3	1600	0		false	false		true	nag_outpost_special_blackpyramid	true	0.0000	1	true	0	wh2_cam_settlement_capital_tombkings	true	0	0		0
nag_outpost_special_blackpyramid_3	nag_outpost_special_blackpyramid	3	4	3200	0		false	false		true	nag_outpost_special_blackpyramid	true	0.0000	2	true	0	wh2_cam_settlement_capital_tombkings	true	0	0		0
