key	campaign_key	character_skill_key	character_skill_node_set_key	faction_key	indent	tier	subculture	points_on_creation	required_num_parents	visible_in_ui
nag_skill_supreme_nagash_magic1_3		nag_skill_wh_main_spell_nagash_dark_riders	nag_skill_node_set_nagash_boss		3.0000	3.0000		0	0	true
nag_skill_supreme_nagash_magic1_4		nag_skill_wh_main_spell_nagash_grave_call_master	nag_skill_node_set_nagash_boss		3.0000	4.0000		0	0	true
nag_skill_supreme_nagash_magic1_5		wh_main_skill_all_magic_all_06_evasion	nag_skill_node_set_nagash_boss		3.0000	5.0000		0	4	true
nag_skill_supreme_nagash_magic1_6		nag_skill_wh_main_spell_nagash_hand_of_dust	nag_skill_node_set_nagash_boss		3.0000	6.0000		0	0	true
nag_skill_supreme_nagash_magic1_7		nag_skill_wh_main_spell_nagash_harbinger	nag_skill_node_set_nagash_boss		3.0000	7.0000		0	0	true
nag_skill_supreme_nagash_magic1_8		nag_skill_magic_nagash_arch_necromancer	nag_skill_node_set_nagash_boss		3.0000	8.0000		0	0	true
nag_skill_supreme_nagash_magic1_9		nag_skill_magic_nagash_master_arcane_conduit	nag_skill_node_set_nagash_boss		3.0000	9.0000		0	0	true
nag_skill_supreme_nagash_magic1_10		nag_skill_magic_nagash_death_magic_incarnate	nag_skill_node_set_nagash_boss		3.0000	10.0000		0	4	true
nag_skill_supreme_nagash_magic1_dummy_01		nag_skill_magic_nagash_dummy_breath_of_darkness	nag_skill_node_set_nagash_boss		3.0000	11.0000		1	0	false
nag_skill_supreme_nagash_magic1_dummy_02		nag_skill_magic_nagash_dummy_raise_the_dead	nag_skill_node_set_nagash_boss		3.0000	12.0000		1	0	false
nag_skill_supreme_nagash_army_0		wh2_dlc09_skill_tmb_lord_army_base	nag_skill_node_set_nagash_boss		4.0000	0.0000		0	0	true
nag_skill_supreme_nagash_army_1		nag_skill_army_buff_ranged	nag_skill_node_set_nagash_boss		4.0000	1.0000		0	0	true
nag_skill_supreme_nagash_army_2		nag_skill_army_buff_infantry	nag_skill_node_set_nagash_boss		4.0000	2.0000		0	0	true
nag_skill_supreme_nagash_army_3		nag_skill_army_buff_cav	nag_skill_node_set_nagash_boss		4.0000	3.0000		0	0	true
nag_skill_supreme_nagash_army_4		nag_skill_army_buff_beasts	nag_skill_node_set_nagash_boss		4.0000	4.0000		0	0	true
nag_skill_supreme_nagash_army_5		nag_skill_army_buff_spirit	nag_skill_node_set_nagash_boss		4.0000	5.0000		0	0	true
nag_skill_supreme_nagash_army_6		nag_skill_army_buff_construct	nag_skill_node_set_nagash_boss		4.0000	6.0000		0	0	true
nag_skill_supreme_nagash_army_7		wh2_dlc09_skill_tmb_lord_rally	nag_skill_node_set_nagash_boss		4.0000	7.0000		0	5	true
nag_skill_supreme_nagash_army_8		nag_skill_army_buff_vet_vamp	nag_skill_node_set_nagash_boss		4.0000	8.0000		0	0	true
nag_skill_supreme_nagash_army_9		nag_skill_army_buff_vet_nehek	nag_skill_node_set_nagash_boss		4.0000	9.0000		0	0	true
nag_skill_supreme_nagash_army_10		nag_skill_army_buff_vet_coast	nag_skill_node_set_nagash_boss		4.0000	10.0000		0	0	true
nag_skill_supreme_nagash_army_11		nag_skill_army_buff_vet_nagash	nag_skill_node_set_nagash_boss		4.0000	11.0000		0	0	true
nag_skill_supreme_nagash_army_12		wh2_dlc09_skill_tmb_lord_rally_upgraded	nag_skill_node_set_nagash_boss		4.0000	12.0000		0	1	true
nag_skill_supreme_nagash_campaign_0		nag_skill_campaign_movement	nag_skill_node_set_nagash_boss		5.0000	0.0000		0	0	true
nag_skill_supreme_nagash_campaign_1		nag_skill_campaign_nagash_big_corruption	nag_skill_node_set_nagash_boss		5.0000	1.0000		0	0	true
nag_skill_supreme_nagash_campaign_2		nag_skill_campaign_nagash_big_raiding	nag_skill_node_set_nagash_boss		5.0000	2.0000		0	0	true
nag_skill_supreme_nagash_campaign_3		nag_skill_campaign_nagash_big_replenishment	nag_skill_node_set_nagash_boss		5.0000	3.0000		0	0	true
nag_skill_supreme_nagash_campaign_4		nag_skill_campaign_nagash_big_growth	nag_skill_node_set_nagash_boss		5.0000	4.0000		0	0	true
nag_skill_supreme_nagash_campaign_5		nag_skill_campaign_nagash_big_recruit	nag_skill_node_set_nagash_boss		5.0000	5.0000		0	4	true
nag_skill_supreme_nagash_campaign_6		wh_main_skill_all_lord_campaign_lightning_strike	nag_skill_node_set_nagash_boss		5.0000	6.0000		0	0	true
nag_skill_supreme_nagash_campaign_7		nag_skill_campaign_nagash_big_attrition	nag_skill_node_set_nagash_boss		5.0000	7.0000		0	0	true
nag_skill_supreme_nagash_campaign_8		nag_skill_campaign_nagash_big_loot	nag_skill_node_set_nagash_boss		5.0000	8.0000		0	0	true
nag_skill_supreme_nagash_campaign_9		nag_skill_campaign_nagash_big_ambush	nag_skill_node_set_nagash_boss		5.0000	9.0000		0	0	true
nag_skill_supreme_nagash_campaign_10		nag_skill_campaign_nagash_big_self_defense	nag_skill_node_set_nagash_boss		5.0000	10.0000		0	4	true
nag_skill_supreme_nagash_campaign_11		nag_skill_campaign_immortal_horror	nag_skill_node_set_nagash_boss		5.0000	11.0000		0	1	true
nag_skill_husk_innate_nagash		nag_skill_husk_innate_nagash	nag_skill_node_set_nagash_husk		6.0000	0.0000		1	0	false
nag_skill_husk_nagash_unique_2		nag_skill_unique_nagash_alakanash	nag_skill_node_set_nagash_husk		0.0000	1.0000		0	0	true
nag_skill_husk_nagash_unique_3		nag_skill_unique_nagash_hate_skaven	nag_skill_node_set_nagash_husk		1.0000	1.0000		0	0	true
nag_skill_husk_nagash_unique_4		nag_skill_unique_nagash_hate_daemons	nag_skill_node_set_nagash_husk		1.0000	2.0000		0	0	true
nag_skill_husk_nagash_unique_5		nag_skill_unique_nagash_hate_traitors	nag_skill_node_set_nagash_husk		1.0000	3.0000		0	0	true
nag_skill_husk_nagash_unique_6		nag_skill_unique_nagash_hate_equal	nag_skill_node_set_nagash_husk		1.0000	4.0000		0	0	true
nag_skill_husk_nagash_books_0		wh2_dlc14_skilll_all_magic_all_greater_arcane_conduit	nag_skill_node_set_nagash_husk		2.0000	0.0000		1	0	true
nag_skill_husk_nagash_books_1		nag_skill_unique_nagash_husk_book_two	nag_skill_node_set_nagash_husk		2.0000	1.0000		0	0	true
nag_skill_husk_nagash_books_2		nag_skill_unique_nagash_husk_book_three	nag_skill_node_set_nagash_husk		2.0000	2.0000		0	0	true
nag_skill_husk_nagash_books_3		nag_skill_unique_nagash_husk_book_eight	nag_skill_node_set_nagash_husk		2.0000	3.0000		0	0	true
nag_skill_husk_nagash_magic1_0		nag_skill_wh_main_spell_nagash_abyssal_swarm	nag_skill_node_set_nagash_husk		3.0000	0.0000		1	0	true
nag_skill_husk_nagash_magic1_1		nag_skill_wh_main_spell_nagash_breath_of_darkness	nag_skill_node_set_nagash_husk		3.0000	1.0000		0	0	true
nag_skill_husk_nagash_magic1_2		nag_skill_wh_main_spell_nagash_soul_stealer	nag_skill_node_set_nagash_husk		3.0000	2.0000		0	0	true
nag_skill_husk_nagash_magic1_3		nag_skill_wh_main_spell_nagash_dark_riders	nag_skill_node_set_nagash_husk		3.0000	3.0000		0	0	true
nag_skill_husk_nagash_magic1_4		nag_skill_wh_main_spell_nagash_grave_call_master	nag_skill_node_set_nagash_husk		3.0000	4.0000		0	0	true
nag_skill_husk_nagash_magic1_5		wh_main_skill_all_magic_all_06_evasion	nag_skill_node_set_nagash_husk		3.0000	5.0000		0	4	true
nag_skill_husk_nagash_magic1_6		nag_skill_wh_main_spell_nagash_hand_of_dust	nag_skill_node_set_nagash_husk		3.0000	6.0000		0	0	true
nag_skill_husk_nagash_magic1_7		nag_skill_wh_main_spell_nagash_harbinger	nag_skill_node_set_nagash_husk		3.0000	7.0000		0	0	true
nag_skill_husk_nagash_magic1_8		nag_skill_magic_nagash_arch_necromancer	nag_skill_node_set_nagash_husk		3.0000	8.0000		0	0	true
nag_skill_husk_nagash_magic1_9		nag_skill_magic_nagash_master_arcane_conduit	nag_skill_node_set_nagash_husk		3.0000	9.0000		0	0	true
nag_skill_husk_nagash_magic1_10		nag_skill_magic_nagash_death_magic_incarnate	nag_skill_node_set_nagash_husk		3.0000	10.0000		0	4	true
nag_skill_husk_nagash_magic1_dummy_01		nag_skill_magic_nagash_dummy_breath_of_darkness	nag_skill_node_set_nagash_husk		3.0000	11.0000		1	0	false
nag_skill_husk_nagash_magic1_dummy_02		nag_skill_magic_nagash_dummy_raise_the_dead	nag_skill_node_set_nagash_husk		3.0000	12.0000		1	0	false
nag_skill_husk_nagash_army_0		wh2_dlc09_skill_tmb_lord_army_base	nag_skill_node_set_nagash_husk		4.0000	0.0000		0	0	true
nag_skill_husk_nagash_army_1		nag_skill_army_buff_ranged	nag_skill_node_set_nagash_husk		4.0000	1.0000		0	0	true
nag_skill_husk_nagash_army_2		nag_skill_army_buff_infantry	nag_skill_node_set_nagash_husk		4.0000	2.0000		0	0	true
nag_skill_husk_nagash_army_3		nag_skill_army_buff_cav	nag_skill_node_set_nagash_husk		4.0000	3.0000		0	0	true
nag_skill_husk_nagash_army_4		nag_skill_army_buff_beasts	nag_skill_node_set_nagash_husk		4.0000	4.0000		0	0	true
nag_skill_husk_nagash_army_5		nag_skill_army_buff_spirit	nag_skill_node_set_nagash_husk		4.0000	5.0000		0	0	true
nag_skill_husk_nagash_army_6		nag_skill_army_buff_construct	nag_skill_node_set_nagash_husk		4.0000	6.0000		0	0	true
nag_skill_husk_nagash_army_7		wh2_dlc09_skill_tmb_lord_rally	nag_skill_node_set_nagash_husk		4.0000	7.0000		0	5	true
nag_skill_husk_nagash_army_8		nag_skill_army_buff_vet_vamp	nag_skill_node_set_nagash_husk		4.0000	8.0000		0	0	true
nag_skill_husk_nagash_army_9		nag_skill_army_buff_vet_nehek	nag_skill_node_set_nagash_husk		4.0000	9.0000		0	0	true
nag_skill_husk_nagash_army_10		nag_skill_army_buff_vet_coast	nag_skill_node_set_nagash_husk		4.0000	10.0000		0	0	true
nag_skill_husk_nagash_army_11		nag_skill_army_buff_vet_nagash	nag_skill_node_set_nagash_husk		4.0000	11.0000		0	0	true
nag_skill_husk_nagash_army_12		wh2_dlc09_skill_tmb_lord_rally_upgraded	nag_skill_node_set_nagash_husk		4.0000	12.0000		0	1	true
nag_skill_husk_nagash_campaign_0		nag_skill_campaign_movement	nag_skill_node_set_nagash_husk		5.0000	0.0000		0	0	true
nag_skill_husk_nagash_campaign_1		nag_skill_campaign_nagash_small_corruption	nag_skill_node_set_nagash_husk		5.0000	1.0000		0	0	true
nag_skill_husk_nagash_campaign_2		nag_skill_campaign_nagash_small_raiding	nag_skill_node_set_nagash_husk		5.0000	2.0000		0	0	true
nag_skill_husk_nagash_campaign_3		nag_skill_campaign_nagash_small_replenishment	nag_skill_node_set_nagash_husk		5.0000	3.0000		0	0	true
nag_skill_husk_nagash_campaign_4		nag_skill_campaign_nagash_small_growth	nag_skill_node_set_nagash_husk		5.0000	4.0000		0	0	true
nag_skill_husk_nagash_campaign_5		nag_skill_campaign_nagash_small_recruit	nag_skill_node_set_nagash_husk		5.0000	5.0000		0	4	true
nag_skill_husk_nagash_campaign_6		wh_main_skill_all_lord_campaign_lightning_strike	nag_skill_node_set_nagash_husk		5.0000	6.0000		0	0	true
nag_skill_husk_nagash_campaign_7		nag_skill_campaign_nagash_small_attrition	nag_skill_node_set_nagash_husk		5.0000	7.0000		0	0	true
nag_skill_husk_nagash_campaign_8		nag_skill_campaign_nagash_small_loot	nag_skill_node_set_nagash_husk		5.0000	8.0000		0	0	true
nag_skill_husk_nagash_campaign_9		nag_skill_campaign_nagash_small_ambush	nag_skill_node_set_nagash_husk		5.0000	9.0000		0	0	true
nag_skill_husk_nagash_campaign_10		nag_skill_campaign_nagash_small_self_defense	nag_skill_node_set_nagash_husk		5.0000	10.0000		0	4	true
nag_skill_husk_nagash_campaign_11		nag_skill_campaign_immortal_horror	nag_skill_node_set_nagash_husk		5.0000	11.0000		0	1	true
nag_skill_mortarch_innate_arkhan		nag_skill_mortarch_innate_arkhan	nag_skill_node_set_mortarch_arkhan		6.0000	0.0000		1	0	false
nag_skill_mortarch_arkhan_misc_0		wh2_dlc09_skill_tmb_tomb_king_returned_in_madness	nag_skill_node_set_mortarch_arkhan		0.0000	5.0000		0	0	true
nag_skill_mortarch_arkhan_misc_1		wh2_dlc09_skill_tmb_tomb_king_ancient_tyrant	nag_skill_node_set_mortarch_arkhan		0.0000	6.0000		0	0	true
nag_skill_mortarch_arkhan_misc_2		wh2_dlc09_skill_tmb_tomb_king_embalmed_in_elixir	nag_skill_node_set_mortarch_arkhan		0.0000	7.0000		0	0	true
nag_skill_mortarch_arkhan_misc_3		wh2_dlc09_skill_tmb_tomb_king_ceremonial_bandages	nag_skill_node_set_mortarch_arkhan		0.0000	8.0000		0	0	true
nag_skill_mortarch_arkhan_misc_4		nag_skill_mount_arkhan_skeletal_steed	nag_skill_node_set_mortarch_arkhan		0.0000	2.0000		0	0	true
nag_skill_mortarch_arkhan_misc_5		nag_skill_mount_arkhan_skeleton_chariot	nag_skill_node_set_mortarch_arkhan		0.0000	3.0000		0	0	true
nag_skill_mortarch_arkhan_misc_6		nag_skill_mount_arkhan_abyssal	nag_skill_node_set_mortarch_arkhan		0.0000	4.0000		0	0	true
nag_skill_tmb_arkhan_god_blessing_2		wh2_dlc09_skill_tmb_god_blessing_2	nag_skill_node_set_mortarch_arkhan		1.0000	0.0000		0	0	true
nag_skill_mortarch_arkhan_unique_0		wh2_dlc09_skill_tmb_arkhan_unique_0	nag_skill_node_set_mortarch_arkhan		1.0000	1.0000		0	0	true
nag_skill_mortarch_arkhan_unique_1		wh2_dlc09_skill_tmb_arkhan_unique_1	nag_skill_node_set_mortarch_arkhan		1.0000	2.0000		0	0	true
nag_skill_mortarch_arkhan_unique_2		wh2_dlc09_skill_tmb_arkhan_unique_2	nag_skill_node_set_mortarch_arkhan		1.0000	3.0000		0	0	true
nag_skill_mortarch_arkhan_unique_3		nag_skill_personal_arkhan_unique_3	nag_skill_node_set_mortarch_arkhan		1.0000	4.0000		0	0	true
nag_skill_mortarch_arkhan_unique_4		nag_skill_personal_arkhan_unique_4	nag_skill_node_set_mortarch_arkhan		1.0000	5.0000		0	0	true
nag_skill_mortarch_arkhan_unique_5		nag_skill_personal_arkhan_unique_5	nag_skill_node_set_mortarch_arkhan		1.0000	6.0000		0	2	true
nag_skill_mortarch_arkhan_unique_6		nag_skill_unique_arkhan_the_tomb_blade_of_arkhan	nag_skill_node_set_mortarch_arkhan		0.0000	0.0000		0	0	true
nag_skill_mortarch_arkhan_unique_7		nag_skill_unique_arkhan_staff_of_nagash	nag_skill_node_set_mortarch_arkhan		0.0000	1.0000		0	0	true
nag_skill_mortarch_arkhan_personal_0		wh2_dlc09_skill_tmb_personal_base	nag_skill_node_set_mortarch_arkhan		2.0000	0.0000		0	0	true
nag_skill_mortarch_arkhan_personal_1		wh2_dlc09_skill_tmb_personal_conqueror	nag_skill_node_set_mortarch_arkhan		2.0000	1.0000		0	0	true
nag_skill_mortarch_arkhan_personal_2		wh2_dlc11_skill_all_lord_self_blade_master	nag_skill_node_set_mortarch_arkhan		2.0000	2.0000		0	0	true
nag_skill_mortarch_arkhan_personal_3		wh2_dlc11_skill_all_lord_self_hard_to_hit	nag_skill_node_set_mortarch_arkhan		2.0000	3.0000		0	0	true
nag_skill_mortarch_arkhan_personal_4		wh2_dlc11_skill_all_lord_self_self_indomitable	nag_skill_node_set_mortarch_arkhan		2.0000	4.0000		0	0	true
nag_skill_mortarch_arkhan_personal_5		wh2_dlc09_skill_tmb_personal_5	nag_skill_node_set_mortarch_arkhan		2.0000	5.0000		0	4	true
nag_skill_mortarch_arkhan_personal_6		wh2_dlc11_skill_all_lord_self_wound-maker	nag_skill_node_set_mortarch_arkhan		2.0000	6.0000		0	0	true
nag_skill_mortarch_arkhan_personal_7		wh2_dlc11_skill_all_lord_self_full_plate_armour	nag_skill_node_set_mortarch_arkhan		2.0000	7.0000		0	0	true
nag_skill_mortarch_arkhan_personal_8		wh2_dlc11_skill_all_lord_self_devastating_charge	nag_skill_node_set_mortarch_arkhan		2.0000	8.0000		0	0	true
nag_skill_mortarch_arkhan_personal_9		wh2_dlc09_skill_tmb_personal_9	nag_skill_node_set_mortarch_arkhan		2.0000	9.0000		0	0	true
nag_skill_mortarch_arkhan_personal_10		wh2_dlc09_skill_tmb_personal_10_arkhan	nag_skill_node_set_mortarch_arkhan		2.0000	10.0000		0	4	true
nag_skill_tmb_arkhan_hidden		wh2_dlc09_skill_tmb_arkhan_hidden	nag_skill_node_set_mortarch_arkhan		9.0000	0.0000		1	0	false
nag_skill_arkhan_lore_0		wh_main_skill_all_magic_death_01_spirit_leech	nag_skill_node_set_mortarch_arkhan		3.0000	0.0000		0	0	true
nag_skill_arkhan_lore_1		wh_main_skill_all_magic_death_03_life_leeching	nag_skill_node_set_mortarch_arkhan		3.0000	1.0000		0	0	true
nag_skill_arkhan_lore_2		wh2_main_skill_all_magic_death_02_aspect_of_the_dreadknight_lord	nag_skill_node_set_mortarch_arkhan		3.0000	2.0000		0	0	true
nag_skill_arkhan_lore_3		wh2_main_skill_all_magic_death_04_soulblight_lord	nag_skill_node_set_mortarch_arkhan		3.0000	3.0000		0	0	true
nag_skill_arkhan_lore_4		wh2_main_skill_all_magic_death_05_doom_and_darkness_lord	nag_skill_node_set_mortarch_arkhan		3.0000	4.0000		0	0	true
nag_skill_arkhan_lore_5		wh_main_skill_all_magic_all_06_evasion	nag_skill_node_set_mortarch_arkhan		3.0000	5.0000		0	4	true
nag_skill_arkhan_lore_6		wh2_main_skill_all_magic_death_09_the_fate_of_bjuna_lord	nag_skill_node_set_mortarch_arkhan		3.0000	6.0000		0	0	true
nag_skill_arkhan_lore_7		wh2_main_skill_all_magic_death_10_the_purple_sun_of_xereus_lord	nag_skill_node_set_mortarch_arkhan		3.0000	7.0000		0	0	true
nag_skill_arkhan_lore_8		wh_main_skill_all_magic_all_07_earthing	nag_skill_node_set_mortarch_arkhan		3.0000	8.0000		0	0	true
nag_skill_arkhan_lore_9		wh_main_skill_all_magic_all_08_power_drain	nag_skill_node_set_mortarch_arkhan		3.0000	9.0000		0	0	true
nag_skill_arkhan_lore_10		wh2_dlc14_skilll_all_magic_all_greater_arcane_conduit	nag_skill_node_set_mortarch_arkhan		3.0000	10.0000		0	4	true
nag_skill_tmb_arkhan_lore_dummy		wh2_main_skill_all_magic_death_dummy_spirit_leech_aspect_of_the_dreadknight	nag_skill_node_set_mortarch_arkhan		3.0000	11.0000		1	0	false
nag_skill_arkhan_army_0		wh2_dlc09_skill_tmb_lord_army_base	nag_skill_node_set_mortarch_arkhan		4.0000	0.0000		0	0	true
nag_skill_arkhan_army_1		nag_skill_army_buff_ranged	nag_skill_node_set_mortarch_arkhan		4.0000	1.0000		0	0	true
nag_skill_arkhan_army_2		nag_skill_army_buff_infantry	nag_skill_node_set_mortarch_arkhan		4.0000	2.0000		0	0	true
nag_skill_arkhan_army_3		nag_skill_army_buff_cav	nag_skill_node_set_mortarch_arkhan		4.0000	3.0000		0	0	true
nag_skill_arkhan_army_4		nag_skill_army_buff_beasts	nag_skill_node_set_mortarch_arkhan		4.0000	4.0000		0	0	true
nag_skill_arkhan_army_5		nag_skill_army_buff_spirit	nag_skill_node_set_mortarch_arkhan		4.0000	5.0000		0	0	true
nag_skill_arkhan_army_6		nag_skill_army_buff_construct	nag_skill_node_set_mortarch_arkhan		4.0000	6.0000		0	0	true
nag_skill_arkhan_army_7		wh2_dlc09_skill_tmb_lord_rally	nag_skill_node_set_mortarch_arkhan		4.0000	7.0000		0	5	true
nag_skill_arkhan_army_8		nag_skill_army_buff_vet_vamp	nag_skill_node_set_mortarch_arkhan		4.0000	8.0000		0	0	true
nag_skill_arkhan_army_9		nag_skill_army_buff_vet_nehek	nag_skill_node_set_mortarch_arkhan		4.0000	9.0000		0	0	true
nag_skill_arkhan_army_10		nag_skill_army_buff_vet_coast	nag_skill_node_set_mortarch_arkhan		4.0000	10.0000		0	0	true
nag_skill_arkhan_army_11		nag_skill_army_buff_vet_nagash	nag_skill_node_set_mortarch_arkhan		4.0000	11.0000		0	0	true
nag_skill_arkhan_army_12		wh2_dlc09_skill_tmb_lord_rally_upgraded	nag_skill_node_set_mortarch_arkhan		4.0000	12.0000		0	1	true
nag_skill_arkhan_campaign_0		nag_skill_campaign_movement	nag_skill_node_set_mortarch_arkhan		5.0000	0.0000		0	0	true
nag_skill_arkhan_campaign_1		nag_skill_campaign_corruption	nag_skill_node_set_mortarch_arkhan		5.0000	1.0000		0	0	true
nag_skill_arkhan_campaign_2		nag_skill_campaign_raiding	nag_skill_node_set_mortarch_arkhan		5.0000	2.0000		0	0	true
nag_skill_arkhan_campaign_3		nag_skill_campaign_replenishment	nag_skill_node_set_mortarch_arkhan		5.0000	3.0000		0	0	true
nag_skill_arkhan_campaign_4		nag_skill_campaign_growth	nag_skill_node_set_mortarch_arkhan		5.0000	4.0000		0	0	true
nag_skill_arkhan_campaign_5		nag_skill_campaign_recruit	nag_skill_node_set_mortarch_arkhan		5.0000	5.0000		0	4	true
nag_skill_arkhan_campaign_6		wh_main_skill_all_lord_campaign_lightning_strike	nag_skill_node_set_mortarch_arkhan		5.0000	6.0000		0	0	true
nag_skill_arkhan_campaign_7		nag_skill_campaign_attrition	nag_skill_node_set_mortarch_arkhan		5.0000	7.0000		0	0	true
nag_skill_arkhan_campaign_8		nag_skill_campaign_loot	nag_skill_node_set_mortarch_arkhan		5.0000	8.0000		0	0	true
nag_skill_arkhan_campaign_9		nag_skill_campaign_ambush	nag_skill_node_set_mortarch_arkhan		5.0000	9.0000		0	0	true
nag_skill_arkhan_campaign_10		nag_skill_campaign_self_defense	nag_skill_node_set_mortarch_arkhan		5.0000	10.0000		0	4	true
nag_skill_arkhan_campaign_11		nag_skill_campaign_immortal_horror	nag_skill_node_set_mortarch_arkhan		5.0000	11.0000		0	1	true
nag_skill_mortarch_innate_vlad		nag_skill_mortarch_innate_vlad	nag_skill_node_set_mortarch_vlad		6.0000	0.0000		1	0	false
nag_skill_mortarch_vlad_self_01		wh_main_skill_vmp_lord_self_the_hunger	nag_skill_node_set_mortarch_vlad		2.0000	0.0000		0	0	true
nag_skill_mortarch_vlad_self_02		wh2_dlc11_skill_all_lord_self_devastating_charge	nag_skill_node_set_mortarch_vlad		2.0000	1.0000		0	0	true
nag_skill_mortarch_vlad_self_03		wh_main_skill_vmp_lord_self_dark_knight	nag_skill_node_set_mortarch_vlad		2.0000	2.0000		0	0	true
nag_skill_mortarch_vlad_self_04		wh_main_skill_vmp_lord_self_beguile	nag_skill_node_set_mortarch_vlad		2.0000	3.0000		0	0	true
nag_skill_mortarch_vlad_self_05		wh_main_skill_vmp_lord_self_quickblood	nag_skill_node_set_mortarch_vlad		2.0000	4.0000		0	0	true
nag_skill_mortarch_vlad_self_06		wh_main_skill_vmp_lord_self_blood_lust	nag_skill_node_set_mortarch_vlad		2.0000	5.0000		0	4	true
nag_skill_mortarch_vlad_self_07		wh2_dlc11_skill_vmp_lord_self_master_strike	nag_skill_node_set_mortarch_vlad		2.0000	6.0000		0	0	true
nag_skill_mortarch_vlad_self_08		wh_main_skill_vmp_lord_self_curse_of_the_revenant	nag_skill_node_set_mortarch_vlad		2.0000	7.0000		0	0	true
nag_skill_mortarch_vlad_self_09		wh2_dlc11_skill_all_lord_self_blade_master	nag_skill_node_set_mortarch_vlad		2.0000	8.0000		0	0	true
nag_skill_mortarch_vlad_self_10		wh2_dlc11_skill_all_lord_self_blade_shield	nag_skill_node_set_mortarch_vlad		2.0000	9.0000		0	0	true
nag_skill_mortarch_vlad_self_11		wh_main_skill_vmp_lord_self_red_fury	nag_skill_node_set_mortarch_vlad		2.0000	10.0000		0	4	true
nag_skill_mortarch_vlad_unique_01		nag_skill_unique_vlad_blood_drinker	nag_skill_node_set_mortarch_vlad		0.0000	0.0000		0	0	true
nag_skill_mortarch_vlad_unique_02		nag_skill_unique_vlad_the_carstein_ring	nag_skill_node_set_mortarch_vlad		0.0000	1.0000		0	0	true
nag_skill_mortarch_vlad_unique_06		wh_main_skill_vmp_all_unique_grave_ward	nag_skill_node_set_mortarch_vlad		0.0000	9.0000		0	0	true
